2014-03-06,emitió,2086,Resolución mediante la cual el Pleno_de_el_Instituto_Federal_de_Telecomunicaciones determina a el grupo de interés económico de el que forman_parte(...),,,88,305,Mediante Acuerdo P de fecha 6_de_marzo_de_2014  el Instituto emitió la “ Resolución mediante la cual el Pleno_de_el_Instituto_Federal_de_Telecomunicaciones determina a el grupo de interés económico de el que forman_parte Grupo_Televisa_S.A.B.  Canales_de_Televisión_Populares_Sadecv  Radio_Televisión_Sadecv  Radiotelevisora_de_México_Norte_Sadecv  T.V._de_los_Mochis_Sadecv  Teleimagen_de_el_Noroeste_Sadecv  Televimex_Sadecv  Televisión_de_Puebla_Sadecv  Televisora_de_Mexicali_Sadecv  Televisora_de_Navojoa  S.A.  Televisora_de_Occidente_Sadecv  Televisora_Peninsular_Sadecv  Mario_Enrique_Mayans_Concha  Televisión_La_Paz  S.A.  Televisión_de_la_Frontera  S.A.  Pedro_Luis_Fitzmaurice_Meneses  Telemisión_Sadecv  Comunicación_de_el_Sureste_Sadecv  José_de_Jesús_Partida_Villanueva  Hilda_Graciela_Rivera_Flores  Roberto_Casimiro_González_Treviño  Tv Diez Durango_Sadecv  Televisora_de_Durango_Sadecv  Corporación_Tapatía_de_Televisión_Sadecv  Televisión_de_Michoacán_Sadecv  José_Humberto_y_Loucille  Martínez_Morales  Canal 13 de Michoacán_Sadecv  Televisora_XHBO_Sadecv  Tv Ocho Sadecv  Televisora_Potosina_Sadecv  TV_de_Culiacán_Sadecv  Televisión_de_el_Pacífico_Sadecv  Tele-emisoras_de_el_Sureste_Sadecv  Televisión_de_Tabasco  S.A. y Ramona_Esparza_González  como agente económico preponderante en el sector de radiodifusión y le impone las medidas necesarias para evitar que se afecte la competencia y la libre concurrencia ”  misma que le es aplicable a Roberto_Casimiro_González_Treviño .
2015-10-27,emitió,9975,opinión,,,88,887,Con oficio IFT de el 27_de_octubre_de_2015  la Dirección_General_de_Concentraciones_Y_Concesiones_de_la_UCE emitió opinión en_materia_de competencia económica respecto_a la solicitud de refrendo de la Concesión  estableciendo en la parte final de la opinión que :  … con la información disponible  en_caso_de que se otorgue autorización para que Canal_RCG continúe proveyendo el servicio de TV_Abierta_Comercial  se advierte que existen medidas enfocadas a contrarrestar posibles efectos contrarios en el proceso de competencia y libre concurrencia en la provisión de servicios de TV_Abierta_Comercial en la localidad de Saltillo  Coahuila  cuyo impacto  en términos de competencia  será evaluado cada 2 ( dos ) años y  en su caso  se podrá ordenar la separación estructural  funcional  o la desincorporación de activos de el AEPR ” . XII . - Opinión en_Materia_de Cumplimiento_de_Obligaciones . Con oficio IFT  de el 29_de_octubre_de_2015  la Dirección_General_de_Supervisión_de_la_UC emitió el dictamen como resultado de la revisión documental de el cumplimiento de obligaciones practicado a el expediente de el Concesionario  en el que se determinó que se encuentra en cumplimiento de las obligaciones derivadas de el título de Concesión . En_virtud_de los Antecedentes referidos y  CONSIDERANDO_Primero . - Competencia_de_el_Instituto . De conformidad con el artículo 28 párrafo décimo quinto de la Constitución_Política_de_los_Estados_Unidos_Mexicanos ( en_lo_sucesivo  la “ Constitución ” )  el Instituto es un órgano autónomo con personalidad jurídica y patrimonio propio  que tiene por objeto el desarrollo eficiente de la radiodifusión y las telecomunicaciones  conforme_a lo dispuesto en la propia Constitución y en los términos que fijen las leyes .
2015-10-29,emitió,1501,dictamen,,,88,1025,Con oficio IFT de el 27_de_octubre_de_2015  la Dirección_General_de_Concentraciones_Y_Concesiones_de_la_UCE emitió opinión en_materia_de competencia económica respecto_a la solicitud de refrendo de la Concesión  estableciendo en la parte final de la opinión que :  … con la información disponible  en_caso_de que se otorgue autorización para que Canal_RCG continúe proveyendo el servicio de TV_Abierta_Comercial  se advierte que existen medidas enfocadas a contrarrestar posibles efectos contrarios en el proceso de competencia y libre concurrencia en la provisión de servicios de TV_Abierta_Comercial en la localidad de Saltillo  Coahuila  cuyo impacto  en términos de competencia  será evaluado cada 2 ( dos ) años y  en su caso  se podrá ordenar la separación estructural  funcional  o la desincorporación de activos de el AEPR ” . XII . - Opinión en_Materia_de Cumplimiento_de_Obligaciones . Con oficio IFT  de el 29_de_octubre_de_2015  la Dirección_General_de_Supervisión_de_la_UC emitió el dictamen como resultado de la revisión documental de el cumplimiento de obligaciones practicado a el expediente de el Concesionario  en el que se determinó que se encuentra en cumplimiento de las obligaciones derivadas de el título de Concesión . En_virtud_de los Antecedentes referidos y  CONSIDERANDO_Primero . - Competencia_de_el_Instituto . De conformidad con el artículo 28 párrafo décimo quinto de la Constitución_Política_de_los_Estados_Unidos_Mexicanos ( en_lo_sucesivo  la “ Constitución ” )  el Instituto es un órgano autónomo con personalidad jurídica y patrimonio propio  que tiene por objeto el desarrollo eficiente de la radiodifusión y las telecomunicaciones  conforme_a lo dispuesto en la propia Constitución y en los términos que fijen las leyes .
2015-10-29,emitió,,dictamen,,,88,3386,Mediante oficio número IFT de el 29_de_octubre_de_2015  emitió el dictamen como resultado de la revisión documental de el cumplimiento de obligaciones practicado a el expediente de el Concesionario  en el que se determinó que se encuentra en cumplimiento de las obligaciones derivadas de el título de concesión .
2015-06-12,emitió,11231,oficio,,,108,361,Con fecha 12_de_junio_de_2015  la Unidad_de_Concesiones_Y_Servicios a_través_de la Dirección_General_de_Concesiones_de_Telecomunicaciones  emitió el oficio IFT mediante el cual solicitó a Promotora_Mercantil que manifieste su interés de obtener una concesión única para uso comercial  en_virtud_de que el régimen de concesionamiento señalado en la Solicitud_de_Concesión había cambiado a_partir_de la entrada en vigor de la Ley_Federal_de_Telecomunicaciones_y_Radiodifusión ( la “ Ley ” ) .
2015-11-13,emitió,11102,III .(...),,,108,1769,En respuesta a lo anterior  mediante oficio IFT de fecha 13_de_noviembre_de_2015  la Dirección_General_de_Concentraciones_Y_Concesiones emitió opinión respecto_de la Solicitud_de_Concesión que nos ocupa  en el siguiente sentido : “ III .
2014-12-19,emitió,11190,opinión,,,108,2306,A el respecto  mediante oficio 2.1.-1593 de fecha 19_de_diciembre_de_2014  emitido por la Dirección_General_de_Política_de_Telecomunicaciones y de Radiodifusión adscrita a la Secretaría  se notificó a este Instituto el oficio 1.-468 mediante el cual la Secretaría emitió la opinión técnica en sentido favorable .
2016-03-28,emitió,11102,opinión,,,111,421,Mediante oficio IFT de fecha 28_de_marzo_de_2016  la Dirección_General_de_Concentraciones_Y_Concesiones de este Instituto emitió la opinión en_materia_de competencia económica respecto_de la Solicitud_de_Concesión en sentido favorable .
2016-03-28,emitió,11102,Opinión en_materia_de competencia económica En_caso_de otorgar(...),,,111,1505,En respuesta a lo anterior  mediante oficio IFT de fecha 28_de_marzo_de_2016  la Dirección_General_de_Concentraciones_Y_Concesiones emitió opinión respecto_de la Solicitud_de_Concesión que nos ocupa  manifestando lo siguiente : “ Opinión en_materia_de competencia económica En_caso_de otorgar se  la concesión única solicitada por el C._Grajales_Palacios le permitirá prestar servicios públicos de telecomunicaciones o radiodifusión con cobertura nacional .
2014-11-07,emitió,11222,opinión,,,111,1795,A el respecto  mediante oficio 2.1.-1369 emitido por la Dirección_General_de_Política_de_Telecomunicaciones y de Radiodifusión adscrita a la Secretaría  notificó el oficio 1.-295 recibido en este Instituto el 7_de_noviembre_de_2014  mediante el cual la Secretaría emitió la opinión técnica en sentido favorable .
