RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_NIEGA_LA_PRÓRROGA_DE_VIGENCIA_DE_LA_ASIGNACIÓN_DE_FRECUENCIAS_PARA_USO_OFICIAL resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_niega_la_prórroga_de_vigencia_de_la_asignación_de_frecuencias_para_uso_oficial NP00000 1
, , Fc 1
OTORGADA_EL otorgada_el NP00000 1
22_DE_MAYO_DE_1998 [??:22/5/1998:??.??:??] W 1
A_FAVOR_DE_SERVICIOS_DE_SALUD_DE_SAN_LUIS_POTOSÍ a_favor_de_servicios_de_salud_de_san_luis_potosí NP00000 1
, , Fc 1
ORGANISMO_DESCENTRALIZADO_DE_LA_ADMINISTRACIÓN_PÚBLICA_ESTATAL_DE_SAN_LUIS_POTOSÍ organismo_descentralizado_de_la_administración_pública_estatal_de_san_luis_potosí NP00000 1
. . Fp 1

ANTECEDENTES_Otorgamiento_de_la_Asignación antecedentes_otorgamiento_de_la_asignación NP00000 1
. . Fp 1

La el DA0FS0 0.98926
Secretaría_de_Comunicaciones secretaría_de_comunicaciones NP00000 1
y y CC 0.999989
Transportes transportes NP00000 1
( ( Fpa 1
la el DA0FS0 0.98926
“ “ Fra 1
Secretaría secretaría NCFS000 0.979661
” ” Frc 1
) ) Fpt 1
, , Fc 1
otorgó otorgar VMIS3S0 1
a_favor_de a_favor_de SP 1
Servicios_de_Salud_de_San_Luis_Potosí servicios_de_salud_de_san_luis_potosí NP00000 1
, , Fc 1
la el DA0FS0 0.98926
asignación asignación NCFS000 1
número número NCMS000 1
1.-195 1.-195 Z 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
22_de_mayo_de_1998 [??:22/5/1998:??.??:??] W 1
, , Fc 1
para para SP 0.999834
usar usar VMN0000 1
, , Fc 1
aprovechar aprovechar VMN0000 1
o o CC 0.999864
explotar explotar VMN0000 1
bandas banda NCFP000 1
de de SP 0.999961
frecuencias frecuencia NCFP000 1
para para SP 0.999834
uso uso NCMS000 0.998047
oficial oficial AQ0CS00 0.986284
, , Fc 1
para para SP 0.999834
la el DA0FS0 0.98926
instalación instalación NCFS000 1
y y CC 0.999989
operación operación NCFS000 1
de de SP 0.999961
una uno DI0FS0 0.951973
red red NCFS000 1
privada privar VMP00SF 0.936047
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
. . Fp 1

Para para SP 0.999834
tales tal DD0CP0 0.742331
efectos efecto NCMP000 1
se se P00CN00 0.494509
asignaron asignar VMIS3P0 1
las el DA0FP0 0.988184
frecuencias frecuencia NCFP000 1
151.675 151675 Z 1
y y CC 0.999989
157.575 157575 Z 1
MHz mhz NP00000 1
; ; Fx 1
asimismo asimismo RG 1
, , Fc 1
en en SP 1
dicha decir VMP00SF 0.819767
asignación asignación NCFS000 1
se se P00CN00 0.494509
estableció establecer VMIS3S0 1
en en SP 1
su su DP3CSN 1
Condición condición NP00000 1
3 3 Z 1
, , Fc 1
una uno DI0FS0 0.951973
vigencia vigencia NCFS000 1
de de SP 0.999961
10 10 Z 1
( ( Fpa 1
diez 10 Z 1
) ) Fpt 1
años año NCMP000 1
, , Fc 1
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
de de SP 0.999961
su su DP3CSN 1
otorgamiento otorgamiento NCMS000 1
, , Fc 1
misma mismo PI0FS00 0.18316
que que PR0CN00 0.550139
podría poder VMIC3S0 0.643878
prorrogar prorrogar VMN0000 1
se se PP3CN00 1
por por SP 1
plazos plazo NCMP000 1
iguales igual AQ0CP00 0.972603
( ( Fpa 1
la el DA0FS0 0.98926
“ “ Fra 1
Asignación asignación NCFS000 0.668984
” ” Frc 1
) ) Fpt 1
. . Fp 1

Solicitud_de_Prórroga_de_Vigencia solicitud_de_prórroga_de_vigencia NP00000 1
. . Fp 1

Mediante mediante SP 0.99763
oficio oficio NCMS000 0.986111
número número NCMS000 1
10919 10919 Z 1
recibido recibir VMP00SM 1
en en SP 1
el el DA0MS0 1
Centro_SCT_San_Luis_Potosí centro_sct_san_luis_potosí NP00000 1
el el DA0MS0 1
8_de_mayo_de_2008 [??:8/5/2008:??.??:??] W 1
, , Fc 1
el el DA0MS0 1
entonces entonces RG 0.998203
Director_General_de_Servicios_de_Salud_de_San_Luis_Potosí director_general_de_servicios_de_salud_de_san_luis_potosí NP00000 1
solicitó solicitar VMIS3S0 1
la el DA0FS0 0.98926
prórroga prórroga NCFS000 1
de de SP 0.999961
vigencia vigencia NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
Asignación asignación NP00000 1
( ( Fpa 1
la el DA0FS0 0.98926
“ “ Fra 1
Solicitud_de_Prórroga solicitud_de_prórroga NP00000 1
” ” Frc 1
) ) Fpt 1
. . Fp 1

La el DA0FS0 0.98926
Solicitud_de_Prórroga solicitud_de_prórroga NP00000 1
fue ser VSIS3S0 0.980739
remitida remitir VMP00SF 1
a a SP 0.998775
la el DA0FS0 0.98926
extinta extinto AQ0FS00 1
Comisión_Federal_de_Telecomunicaciones comisión_federal_de_telecomunicaciones NP00000 1
( ( Fpa 1
la el DA0FS0 0.98926
“ “ Fra 1
Comisión comisión NCFS000 0.668984
” ” Frc 1
) ) Fpt 1
, , Fc 1
por por SP 1
la el DA0FS0 0.98926
Dirección_General_de_Política_de_Telecomunicaciones_de_la_Secretaría dirección_general_de_política_de_telecomunicaciones_de_la_secretaría NP00000 1
, , Fc 1
mediante mediante SP 0.99763
el el DA0MS0 1
oficio oficio NCMS000 0.986111
número número NCMS000 1
2.1.203.-2403 2.1.203.-2403 Z 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
25_de_julio_de_2008 [??:25/7/2008:??.??:??] W 1
, , Fc 1
para para SP 0.999834
que que CS 0.449861
dicho decir VMP00SM 0.997159
órgano órgano NCMS000 1
desconcentrado desconcentrado AQ0MS00 1
emitiera emitir VMSI3S0 0.65
la el DA0FS0 0.98926
opinión opinión NCFS000 1
respectiva respectivo AQ0FS00 1
. . Fp 1

Opinión_de_el_Pleno_de_la_Comisión opinión_de_el_pleno_de_la_comisión NP00000 1
. . Fp 1

Con con SP 1
oficio oficio NCMS000 0.986111
CFT/D03/USI/DGA/709/09 CFT/D03/USI/DGA/709/09 Z 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
15_de_abril_de_2009 [??:15/4/2009:??.??:??] W 1
, , Fc 1
la el DA0FS0 0.98926
entonces entonces RG 0.998203
Unidad_de_Servicios unidad_de_servicios NP00000 1
a a SP 0.998775
la el DA0FS0 0.98926
Industria_de_la_Comisión industria_de_la_comisión NP00000 1
remitió remitir VMIS3S0 1
a a SP 0.998775
la el DA0FS0 0.98926
Secretaría_el_Acuerdo secretaría_el_acuerdo NP00000 1
P/EXT/020409/28 P/EXT/020409/28 Z 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
2_de_abril_de_2009 [??:2/4/2009:??.??:??] W 1
, , Fc 1
mediante mediante SP 0.99763
el el DA0MS0 1
cual cual PR0CS00 0.930743
el el DA0MS0 1
Pleno_de_la_Comisión pleno_de_la_comisión NP00000 1
emitió emitir VMIS3S0 1
opinión opinión NCFS000 1
respecto_a respecto_a SP 1
la el DA0FS0 0.98926
Solicitud_de_Prórroga solicitud_de_prórroga NP00000 1
en en SP 1
sentido sentido NCMS000 0.940835
favorable favorable AQ0CS00 1
. . Fp 1

Decreto_de_Reforma_Constitucional decreto_de_reforma_constitucional NP00000 1
. . Fp 1

Con con SP 1
fecha fecha NCFS000 0.990741
11_de_junio_de_2013 [??:11/6/2013:??.??:??] W 1
, , Fc 1
se se P00CN00 0.494509
publicó publicar VMIS3S0 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
el el DA0MS0 1
“ “ Fra 1
Decreto decreto NCMS000 0.988439
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
reforman reformar VMIP3P0 1
y y CC 0.999989
adicionan adicionar VMIP3P0 1
diversas diverso DI0FP0 0.805344
disposiciones disposición NCFP000 1
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
6o 6o Z 1
. . Fp 1
, , Fc 1
7o 7o Z 1
. . Fp 1
, , Fc 1
27 27 Z 1
, , Fc 1
28 28 Z 1
, , Fc 1
73 73 Z 1
, , Fc 1
78 78 Z 1
, , Fc 1
94 94 Z 1
y y CC 0.999989
105 105 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
, , Fc 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
” ” Frc 1
( ( Fpa 1
el el DA0MS0 1
“ “ Fra 1
Decreto_de_Reforma_Constitucional decreto_de_reforma_constitucional NP00000 1
” ” Frc 1
) ) Fpt 1
, , Fc 1
mediante mediante SP 0.99763
el el DA0MS0 1
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
creó crear VMIS3S0 1
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
( ( Fpa 1
el el DA0MS0 1
“ “ Fra 1
Instituto instituto NCMS000 0.668984
” ” Frc 1
) ) Fpt 1
que que PR0CN00 0.550139
tiene tener VMIP3S0 1
por por SP 1
objeto objeto NCMS000 0.996183
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
eficiente eficiente AQ0CS00 1
de de SP 0.999961
la el DA0FS0 0.98926
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
las el DA0FP0 0.988184
telecomunicaciones telecomunicación NCFP000 1
. . Fp 1

Acta acta NCFS000 0.668984
de de SP 0.999961
entrega-recepción entrega_recepción NCFS000 0.65
de de SP 0.999961
asuntos asunto NCMP000 1
. . Fp 1

Con con SP 1
fecha fecha NCFS000 0.990741
15_de_octubre_de_2013 [??:15/10/2013:??.??:??] W 1
, , Fc 1
la el DA0FS0 0.98926
Secretaría secretaría NP00000 1
y y CC 0.999989
el el DA0MS0 1
Instituto instituto NP00000 1
suscribieron suscribir VMIS3P0 1
el el DA0MS0 1
Acta_Administrativa_de_Entrega-Recepción acta_administrativa_de_entrega-recepción NP00000 1
por por SP 1
la el DA0FS0 0.98926
que que PR0CN00 0.550139
dicha dicha NCFS000 0.180233
Dependencia dependencia NP00000 1
hizo hacer VMIS3S0 1
entrega entrega NCFS000 0.73057
formal formal AQ0CS00 1
a a SP 0.998775
este este DD0MS0 0.949201
Instituto instituto NP00000 1
, , Fc 1
de de SP 0.999961
diversos diverso DI0MP0 0.938596
expedientes expediente NCMP000 0.998103
a a SP 0.998775
los el DA0MP0 0.992728
cuales cual PR0CP00 1
no no RN 0.999297
les le PP3CPD0 1
