RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_PRORROGA_LA_VIGENCIA_DE_LA_CONCESIÓN_DE_TV_OJO_CALIENTE resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_prorroga_la_vigencia_de_la_concesión_de_tv_ojo_caliente NP00000 1
, , Fc 1
S.A._DE_C.V. s.a._de_c.v. NP00000 1
, , Fc 1
Y_OTORGA_UN_TÍTULO_DE_CONCESIÓN_ÚNICA_PARA_USO_COMERCIAL y_otorga_un_título_de_concesión_única_para_uso_comercial NP00000 1
. . Fp 1

ANTECEDENTES_Otorgamiento_de_la_Concesión antecedentes_otorgamiento_de_la_concesión NP00000 1
. . Fp 1

El el DA0MS0 1
16_de_junio_de_2006 [??:16/6/2006:??.??:??] W 1
, , Fc 1
la el DA0FS0 0.98926
Secretaría_de_Comunicaciones secretaría_de_comunicaciones NP00000 1
y y CC 0.999989
Transportes transportes NP00000 1
( ( Fpa 1
la el DA0FS0 0.98926
“ “ Fra 1
Secretaría secretaría NCFS000 0.979661
” ” Frc 1
) ) Fpt 1
, , Fc 1
otorgó otorgar VMIS3S0 1
en_favor_de en_favor_de SP 1
el el DA0MS0 1
C._Odón_Octavio_España_Reyes c._odón_octavio_españa_reyes NP00000 1
, , Fc 1
un uno DI0MS0 0.99698
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
para para SP 0.999834
instalar instalar VMN0000 1
, , Fc 1
operar operar VMN0000 1
y y CC 0.999989
explotar explotar VMN0000 1
una uno DI0FS0 0.951973
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
para para SP 0.999834
prestar prestar VMN0000 1
el el DA0MS0 1
servicio servicio NCMS000 1
de de SP 0.999961
televisión televisión NCFS000 1
restringida restringir VMP00SF 1
en en SP 1
Tabasco tabasco NP00000 1
, , Fc 1
Municipio_de_Tabasco municipio_de_tabasco NP00000 1
, , Fc 1
en en SP 1
el el DA0MS0 1
Estado_de_Zacatecas estado_de_zacatecas NP00000 1
, , Fc 1
con con SP 1
una uno DI0FS0 0.951973
vigencia vigencia NCFS000 1
de de SP 0.999961
10 10 Z 1
( ( Fpa 1
diez 10 Z 1
) ) Fpt 1
años año NCMP000 1
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
su su DP3CSN 1
otorgamiento otorgamiento NCMS000 1
( ( Fpa 1
la el DA0FS0 0.98926
“ “ Fra 1
Concesión concesión NCFS000 0.668984
” ” Frc 1
) ) Fpt 1
. . Fp 1

Ampliación ampliación NCFS000 0.668984
de de SP 0.999961
cobertura cobertura NCFS000 1
. . Fp 1

El el DA0MS0 1
9_de_diciembre_de_2009 [??:9/12/2009:??.??:??] W 1
, , Fc 1
la el DA0FS0 0.98926
Subsecretaría_de_Comunicaciones_de_la_Secretaría subsecretaría_de_comunicaciones_de_la_secretaría NP00000 1
autorizó autorizar VMIS3S0 1
la el DA0FS0 0.98926
ampliación ampliación NCFS000 1
de de SP 0.999961
cobertura cobertura NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
Concesión concesión NP00000 1
hacia hacia SP 1
las el DA0FP0 0.988184
localidades localidad NCFP000 1
de de SP 0.999961
Huanusco huanusco NP00000 1
, , Fc 1
Municipio_de_Huanusco municipio_de_huanusco NP00000 1
; ; Fx 1
Santiago_El_Chique santiago_el_chique NP00000 1
( ( Fpa 1
El el DA0MS0 1
Chique chique NP00000 1
) ) Fpt 1
y y CC 0.999989
Tenanguillo tenanguillo NP00000 1
, , Fc 1
Municipio_de_Tabasco municipio_de_tabasco NP00000 1
, , Fc 1
y y CC 0.999989
Tayahua tayahua NP00000 1
( ( Fpa 1
San_José_de_Tayahua san_josé_de_tayahua NP00000 1
) ) Fpt 1
, , Fc 1
Municipio_de_Villanueva municipio_de_villanueva NP00000 1
, , Fc 1
en en SP 1
el el DA0MS0 1
Estado_de_Zacatecas estado_de_zacatecas NP00000 1
. . Fp 1

Cesión cesión NCFS000 0.668984
de de SP 0.999961
derechos derecho NCMP000 0.996795
. . Fp 1

El el DA0MS0 1
20_de_mayo_de_2011 [??:20/5/2011:??.??:??] W 1
, , Fc 1
mediante mediante SP 0.99763
oficio oficio NCMS000 0.986111
1.-320 1.-320 Z 1
, , Fc 1
la el DA0FS0 0.98926
Secretaría secretaría NP00000 1
autorizó autorizar VMIS3S0 1
la el DA0FS0 0.98926
cesión cesión NCFS000 1
de de SP 0.999961
derechos derecho NCMP000 0.996795
de de SP 0.999961
la el DA0FS0 0.98926
Concesión concesión NP00000 1
a_favor_de a_favor_de SP 1
TV_Ojo_Caliente_S.A._de_C.V._Decreto_de_Reforma_Constitucional tv_ojo_caliente_s.a._de_c.v._decreto_de_reforma_constitucional NP00000 1
. . Fp 1

Con con SP 1
fecha fecha NCFS000 0.990741
11_de_junio_de_2013 [??:11/6/2013:??.??:??] W 1
, , Fc 1
se se P00CN00 0.494509
publicó publicar VMIS3S0 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
el el DA0MS0 1
“ “ Fra 1
Decreto decreto NCMS000 0.988439
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
reforman reformar VMIP3P0 1
y y CC 0.999989
adicionan adicionar VMIP3P0 1
diversas diverso DI0FP0 0.805344
disposiciones disposición NCFP000 1
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
6o 6o Z 1
. . Fp 1
, , Fc 1
7o 7o Z 1
. . Fp 1
, , Fc 1
27 27 Z 1
, , Fc 1
28 28 Z 1
, , Fc 1
73 73 Z 1
, , Fc 1
78 78 Z 1
, , Fc 1
94 94 Z 1
y y CC 0.999989
105 105 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
, , Fc 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
” ” Frc 1
( ( Fpa 1
el el DA0MS0 1
“ “ Fra 1
Decreto_de_Reforma_Constitucional decreto_de_reforma_constitucional NP00000 1
” ” Frc 1
) ) Fpt 1
, , Fc 1
mediante mediante SP 0.99763
el el DA0MS0 1
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
creó crear VMIS3S0 1
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
( ( Fpa 1
el el DA0MS0 1
“ “ Fra 1
Instituto instituto NCMS000 0.668984
” ” Frc 1
) ) Fpt 1
, , Fc 1
como como CS 0.967153
un uno DI0MS0 0.99698
órgano órgano NCMS000 1
autónomo autónomo AQ0MS00 0.980769
que que PR0CN00 0.550139
tiene tener VMIP3S0 1
por por SP 1
objeto objeto NCMS000 0.996183
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
eficiente eficiente AQ0CS00 1
de de SP 0.999961
la el DA0FS0 0.98926
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
las el DA0FP0 0.988184
telecomunicaciones telecomunicación NCFP000 1
. . Fp 1

Solicitud_de_Prórroga_de_Vigencia solicitud_de_prórroga_de_vigencia NP00000 1
. . Fp 1

El el DA0MS0 1
12_de_junio_de_2014 [??:12/6/2014:??.??:??] W 1
, , Fc 1
TV_Ojo_Caliente tv_ojo_caliente NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
, , Fc 1
a_través_de a_través_de SP 1
su su DP3CSN 1
representante representante NCCS000 0.996689
legal legal AQ0CS00 1
, , Fc 1
presentó presentar VMIS3S0 1
