RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_DA_CUMPLIMIENTO_A_LA_EJECUTORIA_DE_LA_ACCIÓN_DE_AMPARO_NÚMERO resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_da_cumplimiento_a_la_ejecutoria_de_la_acción_de_amparo_número NP00000 1
1665/2015 1665/2015 Z 1
RADICADO_ANTE_EL_JUZGADO_SEGUNDO_DE_DISTRITO_EN_MATERIA_ADMINISTRATIVA_ESPECIALIZADO_EN_COMPETENCIA_ECONÓMICA radicado_ante_el_juzgado_segundo_de_distrito_en_materia_administrativa_especializado_en_competencia_económica NP00000 1
, , Fc 1
RADIODIFUSIÓN_Y_TELECOMUNICACIONES_CON_RESIDENCIA_EN_LA_CIUDAD_DE_MÉXICO_Y_JURISDICCIÓN_EN_TODA_LA_REPÚBLICA radiodifusión_y_telecomunicaciones_con_residencia_en_la_ciudad_de_méxico_y_jurisdicción_en_toda_la_república NP00000 1
. . Fp 1

VISTA ver VMP00SF 0.143192
la el DA0FS0 0.98926
ejecutoria ejecutoria NCFS000 0.338898
de de SP 0.999961
fecha fecha NCFS000 0.990741
25_de_febrero_de_2016 [??:25/2/2016:??.??:??] W 1
, , Fc 1
dictada dictar VMP00SF 1
por por SP 1
el el DA0MS0 1
Segundo_Tribunal_Colegiado_de_Circuito segundo_tribunal_colegiado_de_circuito NP00000 1
en en SP 1
Materia_Administrativa_Especializado materia_administrativa_especializado NP00000 1
en en SP 1
Competencia_Económica competencia_económica NP00000 1
, , Fc 1
Radiodifusión radiodifusión NP00000 1
y y CC 0.999989
Telecomunicaciones telecomunicaciones NP00000 1
con con SP 1
residencia residencia NCFS000 0.988439
en en SP 1
la el DA0FS0 0.98926
Ciudad_de_México ciudad_de_méxico NP00000 1
y y CC 0.999989
jurisdicción jurisdicción NCFS000 1
en en SP 1
toda todo DI0FS0 0.984467
la el DA0FS0 0.98926
República república NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
el el DA0MS0 1
“ “ Fra 1
Segundo_Tribunal_Colegiado segundo_tribunal_colegiado NP00000 1
” ” Frc 1
) ) Fpt 1
en en SP 1
el el DA0MS0 1
expediente expediente NCMS000 0.982759
R.A. r.a. NP00000 1
12/2016 12/2016 Z 1
, , Fc 1
en en SP 1
la el DA0FS0 0.98926
que que PR0CN00 0.550139
se se P00CN00 0.494509
revoca revocar VMIP3S0 0.989241
la el DA0FS0 0.98926
sentencia sentencia NCFS000 0.972286
definitiva definitivo AQ0FS00 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
16_de_diciembre_de_2015 [??:16/12/2015:??.??:??] W 1
en en SP 1
los el DA0MP0 0.992728
autos auto NCMP000 1
de de SP 1
el el DA0MS0 1
juicio juicio NCMS000 1
de de SP 0.999961
amparo amparo NCMS000 0.986111
1665/2015 1665/2015 Z 1
, , Fc 1
promovido promover VMP00SM 1
por por SP 1
el el DA0MS0 1
C._José_Pérez_Ramírez c._josé_pérez_ramírez NP00000 1
, , Fc 1
radicado radicar VMP00SM 1
en en SP 1
el el DA0MS0 1
Juzgado_Segundo_de_Distrito juzgado_segundo_de_distrito NP00000 1
en en SP 1
Materia_Administrativa_Especializado materia_administrativa_especializado NP00000 1
en en SP 1
Competencia_Económica competencia_económica NP00000 1
, , Fc 1
Radiodifusión radiodifusión NP00000 1
y y CC 0.999989
Telecomunicaciones telecomunicaciones NP00000 1
con con SP 1
residencia residencia NCFS000 0.988439
en en SP 1
la el DA0FS0 0.98926
Ciudad_de_México ciudad_de_méxico NP00000 1
y y CC 0.999989
jurisdicción jurisdicción NCFS000 1
en en SP 1
toda todo DI0FS0 0.984467
la el DA0FS0 0.98926
República república NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
“ “ Fra 1
Juzgado_Segundo juzgado_segundo NP00000 1
” ” Frc 1
) ) Fpt 1
, , Fc 1
a_efecto_de a_efecto_de SP 1
CONCEDER_EL_AMPARO conceder_el_amparo NP00000 1
respecto_de respecto_de SP 1
el el DA0MS0 1
acto acto NCMS000 1
reclamado reclamar VMP00SM 1
consistente consistente AQ0CS00 1
en en SP 1
la el DA0FS0 0.98926
resolución resolución NCFS000 1
contenida contener VMP00SF 1
en en SP 1
el el DA0MS0 1
oficio oficio NCMS000 0.986111
P/IFT/250815/390 P/IFT/250815/390 Z 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
25_de_agosto_de_2015 [??:25/8/2015:??.??:??] W 1
, , Fc 1
en en SP 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
señaló señalar VMIS3S0 1
como como CS 0.967153
autoridad autoridad NCFS000 1
responsable responsable AQ0CS00 0.241697
a a SP 1
el el DA0MS0 1
Pleno_de_el_Instituto_Federal_de_Telecomunicaciones pleno_de_el_instituto_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
tomando tomar VMG0000 1
en en SP 1
cuenta contar VMIP3S0 0.768585
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
: : Fd 1
ANTECEDENTES_I. antecedentes_i. NP00000 1
- - Fg 1
Publicación_de_el_Acuerdo_de_Susceptibilidad publicación_de_el_acuerdo_de_susceptibilidad NP00000 1
. . Fp 1
- - Fg 1
El el DA0MS0 1
10_de_abril_de_2000 [??:10/4/2000:??.??:??] W 1
, , Fc 1
se se P00CN00 0.494509
publicó publicar VMIS3S0 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
DOF dof NP00000 1
) ) Fpt 1
, , Fc 1
el el DA0MS0 1
“ “ Fra 1
Acuerdo acuerdo NCMS000 0.991798
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
declara declarar VMIP3S0 0.822581
susceptibles susceptible AQ0CP00 1
de de SP 0.999961
operar operar VMN0000 1
se se PP3CN00 1
y y CC 0.999989
explotar explotar VMN0000 1
se se PP3CN00 1
diversas diverso DI0FP0 0.805344
frecuencias frecuencia NCFP000 1
atribuidas atribuir VMP00PF 1
a a SP 0.998775
radiodifusión radiodifusión NCFS000 1
” ” Frc 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
“ “ Fra 1
Acuerdo_de_Susceptibilidad acuerdo_de_susceptibilidad NP00000 1
” ” Frc 1
) ) Fpt 1
, , Fc 1
mediante mediante SP 0.99763
el el DA0MS0 1
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
declararon declarar VMIS3P0 1
susceptibles susceptible AQ0CP00 1
de de SP 0.999961
operar operar VMN0000 1
se se PP3CN00 1
y y CC 0.999989
explotar explotar VMN0000 1
se se PP3CN00 1
39 39 Z 1
frecuencias frecuencia NCFP000 1
atribuidas atribuir VMP00PF 1
a a SP 0.998775
radiodifusión radiodifusión NCFS000 1
, , Fc 1
en en SP 1
cuyo cuyo PR0MS00 1
contenido contenido NCMS000 0.993421
se se P00CN00 0.494509
encontraba encontrar VMII3S0 0.65
la el DA0FS0 0.98926
frecuencia frecuencia NCFS000 1
98.9 98.9 Z 1
MHz mhz NP00000 1
, , Fc 1
con con SP 1
distintivo distintivo NCMS000 0.97619
de de SP 0.999961
llamada llamada NCFS000 0.480159
XHDGM-FM xhdgm-fm NP00000 1
, , Fc 1
y y CC 0.999989
población población NCFS000 1
principal principal AQ0CS00 0.984551
a a SP 0.998775
servir servir VMN0000 1
Playa_de_el_Carmen playa_de_el_carmen NP00000 1
, , Fc 1
Quintana_Roo quintana_roo NP00000 1
. . Fp 1

II ii NP00000 0.47288
. . Fp 1
- - Fg 1
Solicitud solicitud NCFS000 0.668984
de de SP 0.999961
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
. . Fp 1
- - Fg 1
Mediante mediante SP 0.99763
escrito escrito NCMS000 0.466887
de de SP 0.999961
fecha fecha NCFS000 0.990741
6_de_junio_de_2000 [??:6/6/2000:??.??:??] W 1
, , Fc 1
presentado presentar VMP00SM 1
el el DA0MS0 1
día_7 [??:7/??/??:??.??:??] W 1
de de SP 1
el el DA0MS0 1
mismo mismo AQ0MS00 0.802208
mes mes NCMS000 1
y y CC 0.999989
año año NCMS000 1
, , Fc 1
en en SP 1
la el DA0FS0 0.98926
entonces entonces RG 0.998203
Dirección_General_de_Sistemas_de_Radio dirección_general_de_sistemas_de_radio NP00000 1
y y CC 0.999989
Televisión_de_la_Secretaría_de_Comunicaciones televisión_de_la_secretaría_de_comunicaciones NP00000 1
y y CC 0.999989
Transportes transportes NP00000 1
se se P00CN00 0.494509
registró registrar VMIS3S0 1
con con SP 1
el el DA0MS0 1
folio folio NCMS000 0.989726
número número NCMS000 1
351 351 Z 1
, , Fc 1
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
de de SP 0.999961
concesión concesión NCFS000 1
de de SP 0.999961
José_Pérez_Ramírez josé_pérez_ramírez NP00000 1
, , Fc 1
para para SP 0.999834
instalar instalar VMN0000 1
, , Fc 1
operar operar VMN0000 1
y y CC 0.999989
explotar explotar VMN0000 1
comercialmente comercialmente RG 1
la el DA0FS0 0.98926
frecuencia frecuencia NCFS000 1
98.9 98.9 Z 1
MHz mhz NP00000 1
, , Fc 1
con con SP 1
distintivo distintivo NCMS000 0.97619
de de SP 0.999961
llamada llamada NCFS000 0.480159
XHDGM-FM xhdgm-fm NP00000 1
y y CC 0.999989
población población NCFS000 1
principal principal AQ0CS00 0.984551
a a SP 0.998775
servir servir VMN0000 1
Playa_de_el_Carmen playa_de_el_carmen NP00000 1
, , Fc 1
Quintana_Roo quintana_roo NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
la el DA0FS0 0.98926
” ” Frc 1
Solicitud solicitud NCFS000 0.668984
” ” Frc 1
) ) Fpt 1
. . Fp 1

III iii NP00000 1
. . Fp 1
- - Fg 1
Juicio_de_Amparo juicio_de_amparo NP00000 1
por por SP 1
falta falta NCFS000 0.809701
de de SP 0.999961
respuesta respuesta NCFS000 1
. . Fp 1
- - Fg 1
El el DA0MS0 1
13_de_abril_de_2011 [??:13/4/2011:??.??:??] W 1
, , Fc 1
con con SP 1
motivo motivo NCMS000 0.992395
de de SP 0.999961
la el DA0FS0 0.98926
ausencia ausencia NCFS000 1
de de SP 0.999961
respuesta respuesta NCFS000 1
a a SP 0.998775
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
de de SP 0.999961
concesión concesión NCFS000 1
presentada presentar VMP00SF 1
por por SP 1
José_Pérez_Ramírez josé_pérez_ramírez NP00000 1
, , Fc 1
promovió promover VMIS3S0 1
juicio juicio NCMS000 1
de de SP 0.999961
amparo amparo NCMS000 0.986111
mismo mismo AQ0MS00 0.802208
que que PR0CN00 0.550139
fue ser VSIS3S0 0.980739
radicado radicar VMP00SM 1
bajo bajo SP 0.909179
el el DA0MS0 1
número número NCMS000 1
de de SP 0.999961
expediente expediente NCMS000 0.982759
499/2011 499/2011 Z 1
de de SP 1
el el DA0MS0 1
índice índice NCMS000 1
de de SP 1
el el DA0MS0 1
Juzgado_Primero_de_Distrito juzgado_primero_de_distrito NP00000 1
en en SP 1
Materia_Administrativa materia_administrativa NP00000 1
en en SP 1
la el DA0FS0 0.98926
Ciudad_de_México ciudad_de_méxico NP00000 1
, , Fc 1
el el DA0MS0 1
que que PR0CN00 0.550139
una uno DI0FS0 0.951973
vez vez NCFS000 1
tramitado tramitar VMP00SM 1
conforme_a conforme_a SP 1
la el DA0FS0 0.98926
ley ley NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
materia materia NCFS000 1
, , Fc 1
se se P00CN00 0.494509
dictó dictar VMIS3S0 1
sentencia sentencia NCFS000 0.972286
en en SP 1
la el DA0FS0 0.98926
que que PR0CN00 0.550139
concedió conceder VMIS3S0 1
el el DA0MS0 1
amparo amparo NCMS000 0.986111
y y CC 0.999989
protección protección NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
justicia justicia NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
unión unión NCFS000 1
, , Fc 1
a_efecto_de a_efecto_de SP 1
que que CS 0.449861
se se P00CN00 0.494509
diera dar VMSI3S0 0.649996
respuesta respuesta NCFS000 1
a a SP 0.998775
la el DA0FS0 0.98926
petición petición NCFS000 1
formulada formular VMP00SF 1
por por SP 1
el el DA0MS0 1
quejoso quejoso AQ0MS00 1
. . Fp 1

IV iv NP00000 0.47288
. . Fp 1
- - Fg 1
Recurso_de_Revisión recurso_de_revisión NP00000 1
en en SP 1
el el DA0MS0 1
amparo amparo NCMS000 0.986111
499/2011 499/2011 Z 1
. . Fp 1
- - Fg 1
El el DA0MS0 1
1º 1º Z 1
de de SP 0.999961
julio_de_2011 [??:??/7/2011:??.??:??] W 1
, , Fc 1
la el DA0FS0 0.98926
extinta extinto AQ0FS00 1
Comisión_Federal_de_Telecomunicaciones comisión_federal_de_telecomunicaciones NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
“ “ Fra 1
COFETEL cofetel NP00000 1
” ” Frc 1
) ) Fpt 1
, , Fc 1
interpuso interponer VMIS3S0 1
recurso recurso NCMS000 1
de de SP 0.999961
revisión revisión NCFS000 1
de de SP 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
tocó tocar VMIS3S0 1
conocer conocer VMN0000 1
a a SP 1
el el DA0MS0 1
Tercer_Tribunal_Colegiado tercer_tribunal_colegiado NP00000 1
en en SP 1
Materia_Administrativa_de_el_Primer_Circuito materia_administrativa_de_el_primer_circuito NP00000 1
, , Fc 1
mismo mismo PI0MS00 0.163706
que que PR0CN00 0.550139
fue ser VSIS3S0 0.980739
registrado registrar VMP00SM 1
bajo bajo SP 0.909179
el el DA0MS0 1
número número NCMS000 1
de de SP 0.999961
toca tocar VMIP3S0 0.98374
R.A. r.a. NP00000 1
371/2011 371/2011 Z 1
, , Fc 1
en en SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
resolvió resolver VMIS3S0 1
confirmar confirmar VMN0000 1
la el DA0FS0 0.98926
sentencia sentencia NCFS000 0.972286
recurrida recurrir VMP00SF 1
. . Fp 1

V. v. NP00000 1
- - Fg 1
Ejecutoria_de_Amparo ejecutoria_de_amparo NP00000 1
499/2011 499/2011 Z 1
. . Fp 1
- - Fg 1
A_efecto_de a_efecto_de SP 1
dar dar VMN0000 1
cumplimiento cumplimiento NCMS000 1
a a SP 1
el el DA0MS0 1
fallo fallo NCMS000 0.985294
protector protector AQ0MS00 0.561294
, , Fc 1
mediante mediante SP 0.99763
resolución resolución NCFS000 1
contenida contener VMP00SF 1
en en SP 1
el el DA0MS0 1
oficio oficio NCMS000 0.986111
CFT/D01/STP/724/12 CFT/D01/STP/724/12 Z 1
, , Fc 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
23_de_febrero_de_2012 [??:23/2/2012:??.??:??] W 1
, , Fc 1
emitida emitir VMP00SF 1
por por SP 1
el el DA0MS0 1
Pleno_de_la_COFETEL pleno_de_la_cofetel NP00000 1
y y CC 0.999989
aprobada aprobar VMP00SF 1
mediante mediante SP 0.99763
acuerdo acuerdo NCMS000 0.999311
P/EXT/230214/4 P/EXT/230214/4 Z 1
, , Fc 1
de de SP 0.999961
la el DA0FS0 0.98926
I_Sesión_Extraordinaria i_sesión_extraordinaria NP00000 1
, , Fc 1
se se P00CN00 0.494509
resolvió resolver VMIS3S0 1
declarar declarar VMN0000 1
improcedente improcedente AQ0CS00 1
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
de de SP 0.999961
concesión concesión NCFS000 1
presentada presentar VMP00SF 1
por por SP 1
José_Pérez_Ramírez josé_pérez_ramírez NP00000 1
, , Fc 1
para para SP 0.999834
instalar instalar VMN0000 1
, , Fc 1
operar operar VMN0000 1
y y CC 0.999989
explotar explotar VMN0000 1
comercialmente comercialmente RG 1
la el DA0FS0 0.98926
frecuencia frecuencia NCFS000 1
98.9 98.9 Z 1
MHz mhz NP00000 1
, , Fc 1
con con SP 1
distintivo distintivo NCMS000 0.97619
de de SP 0.999961
llamada llamada NCFS000 0.480159
XHDGM-FM xhdgm-fm NP00000 1
y y CC 0.999989
población población NCFS000 1
principal principal AQ0CS00 0.984551
a a SP 0.998775
servir servir VMN0000 1
Playa_de_el_Carmen playa_de_el_carmen NP00000 1
, , Fc 1
Quintana_Roo quintana_roo NP00000 1
, , Fc 1
por por SP 1
considerar considerar VMN0000 1
que que CS 0.449861
no no RN 0.999297
cumplieron cumplir VMIS3P0 1
con con SP 1
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
de de SP 1
el el DA0MS0 1
Acuerdo_de_Susceptibilidad acuerdo_de_susceptibilidad NP00000 1
establecidos establecer VMP00PM 1
en en SP 1
los el DA0MP0 0.992728
numerales numeral NCMP000 0.372522
2.2.2 2.2.2 Z 1
. . Fp 1
, , Fc 1
2.2.2.1 2.2.2.1 Z 1
. . Fp 1
, , Fc 1
2.2.2.2 2.2.2.2 Z 1
. . Fp 1
, , Fc 1
2.2.3.2 2.2.3.2 Z 1
. . Fp 1
, , Fc 1
2.2.1.1.4 2.2.1.1.4 Z 1
. . Fp 1
, , Fc 1
6 6 Z 1
, , Fc 1
8 8 Z 1
y y CC 0.999989
9 9 Z 1
, , Fc 1
así_como así_como CC 1
porque porque CS 1
la el DA0FS0 0.98926
información información NCFS000 1
proporcionada proporcionar VMP00SF 1
no no RN 0.999297
se se P00CN00 0.494509
ajustó ajustar VMIS3S0 1
a a SP 0.998775
las el DA0FP0 0.988184
disposiciones disposición NCFP000 1
contenida contener VMP00SF 1
en en SP 1
los el DA0MP0 0.992728
numerales numeral NCMP000 0.372522
10.7.3 10.7.3 Z 1
y y CC 0.999989
10.7.4 10.7.4 Z 1
de de SP 1
el el DA0MS0 1
Capítulo capítulo NP00000 1
10 10 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Norma_Oficial_Mexicana norma_oficial_mexicana NP00000 1
NOM-02SCT1-199 NOM-02SCT1-199 Z 1
. . Fp 1

VI vi NP00000 0.499106
. . Fp 1

Juicio juicio NCMS000 0.668984
de de SP 0.999961
nulidad nulidad NCFS000 1
. . Fp 1
- - Fg 1
El el DA0MS0 1
22_de_marzo_de_2012 [??:22/3/2012:??.??:??] W 1
, , Fc 1
José_Pérez_Ramírez josé_pérez_ramírez NP00000 1
promovió promover VMIS3S0 1
juicio juicio NCMS000 1
de de SP 0.999961
nulidad nulidad NCFS000 1
en_contra_de en_contra_de SP 1
la el DA0FS0 0.98926
resolución resolución NCFS000 1
descrita describir VMP00SF 1
en en SP 1
el el DA0MS0 1
párrafo párrafo NCMS000 1
anterior anterior AQ0CS00 1
, , Fc 1
mismo mismo PI0MS00 0.163706
que que PR0CN00 0.550139
tocó tocar VMIS3S0 1
conocer conocer VMN0000 1
a a SP 0.998775
la el DA0FS0 0.98926
Sala_Especializada sala_especializada NP00000 1
en en SP 1
Resoluciones_de_Órganos_Reguladores_de_la_Actividad_de_el_Estado_de_el_Tribunal_Federal_Justicia_Fiscal resoluciones_de_órganos_reguladores_de_la_actividad_de_el_estado_de_el_tribunal_federal_justicia_fiscal NP00000 1
y y CC 0.999989
Administrativa administrativa NP00000 1
, , Fc 1
la el DA0FS0 0.98926
cual cual PR0CS00 0.930743
fue ser VSIS3S0 0.980739
registrada registrar VMP00SF 1
con con SP 1
el el DA0MS0 1
número número NCMS000 1
de de SP 1
el el DA0MS0 1
expediente expediente NCMS000 0.982759
574/12-EOR-01-7 574/12-EOR-01-7 Z 1
. . Fp 1

VII vii NP00000 0.47288
. . Fp 1
- - Fg 1
Sentencia sentencia NCFS000 0.970046
de de SP 0.999961
juicio juicio NCMS000 1
de de SP 0.999961
nulidad nulidad NCFS000 1
. . Fp 1
- - Fg 1
Una uno DI0FS0 0.951973
vez vez NCFS000 1
sustanciado sustanciar VMP00SM 1
en en SP 1
sus su DP3CPN 0.999903
términos término NCMP000 1
el el DA0MS0 1
juicio juicio NCMS000 1
de de SP 0.999961
nulidad nulidad NCFS000 1
, , Fc 1
mediante mediante SP 0.99763
sentencia sentencia NCFS000 0.972286
de de SP 0.999961
fecha fecha NCFS000 0.990741
30_de_agosto_de_2012 [??:30/8/2012:??.??:??] W 1
, , Fc 1
se se P00CN00 0.494509
resolvió resolver VMIS3S0 1
declarar declarar VMN0000 1
la el DA0FS0 0.98926
nulidad nulidad NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
resolución resolución NCFS000 1
contenida contener VMP00SF 1
en en SP 1
el el DA0MS0 1
oficio oficio NCMS000 0.986111
CFT/D01/STP/724/12 CFT/D01/STP/724/12 Z 1
, , Fc 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
23_de_febrero_de_2012 [??:23/2/2012:??.??:??] W 1
, , Fc 1
para para SP 0.999834
el el DA0MS0 1
efecto efecto NCMS000 1
de de SP 0.999961
que que CS 0.449861
la el DA0FS0 0.98926
autoridad autoridad NCFS000 1
demandada demandar VMP00SF 0.623725
con con SP 1
fundamento fundamento NCMS000 0.97619
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
17-A 17-A Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Procedimiento_Administrativo ley_federal_de_procedimiento_administrativo NP00000 1
, , Fc 1
requiriera requerir VMSI3S0 0.649995
a a SP 0.998775
la el DA0FS0 0.98926
actora actora NCFS000 1
, , Fc 1
para para SP 0.999834
que que CS 0.449861
subsanara subsanar VMSI3S0 0.649999
las el DA0FP0 0.988184
omisiones omisión NCFP000 1
detectadas detectar VMP00PF 1
en en SP 1
su su DP3CSN 1
solicitud solicitud NCFS000 1
de de SP 0.999961
concesión concesión NCFS000 1
, , Fc 1
a_efecto_de a_efecto_de SP 1
estar estar VMN0000 0.999154
en en SP 1
posibilidad posibilidad NCFS000 1
de de SP 0.999961
resolver resolver VMN0000 1
lo el DA00S0 0.665165
conducente conducente AQ0CS00 1
. . Fp 1

VIII viii NP00000 1
. . Fp 1
- - Fg 1
Decreto_de_Reforma_Constitucional decreto_de_reforma_constitucional NP00000 1
. . Fp 1
- - Fg 1
El el DA0MS0 1
11_de_junio_de_2013 [??:11/6/2013:??.??:??] W 1
, , Fc 1
se se P00CN00 0.494509
publicó publicar VMIS3S0 1
